,0,1,2,3,4
105,9283.0,0.0,0.0,0.0,0.0
106,10530.5,0.0,0.0,0.0,0.0
107,620.0,4.0,2.0,2.0,11.5
108,13487.5,0.0,0.0,0.0,0.0
109,15009.0,0.0,0.0,0.0,0.0
110,13896.5,0.0,0.0,0.0,0.0
111,33.5,13577.0,0.0,0.0,0.0
112,12468.5,0.0,0.0,0.0,0.0
113,18.0,10162.0,0.0,0.0,0.0
114,12819.0,0.0,0.0,0.0,0.0
115,10703.0,0.0,0.0,0.0,0.0
116,46.0,489.5,8616.5,0.0,0.0
117,9413.0,0.0,0.0,0.0,0.0
118,9688.5,0.0,0.0,0.0,0.0
119,15.5,16103.0,0.0,0.0,0.0
120,14038.5,0.0,0.0,0.0,0.0
121,11004.0,0.0,0.0,0.0,0.0
122,14765.5,0.0,0.0,0.0,0.0
123,13010.5,0.0,0.0,0.0,0.0
124,12328.0,0.0,0.0,0.0,0.0
125,347.0,131.5,12177.5,0.0,0.0
126,13781.0,0.0,0.0,0.0,0.0
127,829.0,0.0,0.0,0.0,0.0
128,12814.5,0.0,0.0,0.0,0.0
129,10355.0,0.0,0.0,0.0,0.0
130,16661.0,0.0,0.0,0.0,0.0
131,11556.5,0.0,0.0,0.0,0.0
132,10667.5,0.0,0.0,0.0,0.0
133,13015.0,0.0,0.0,0.0,0.0
134,14526.5,0.0,0.0,0.0,0.0
135,12573.5,0.0,0.0,0.0,0.0
136,10400.5,0.0,0.0,0.0,0.0
137,18695.0,0.0,0.0,0.0,0.0
138,80.0,11229.0,0.0,0.0,0.0
139,8174.5,0.0,0.0,0.0,0.0
140,16205.5,0.0,0.0,0.0,0.0
141,12219.0,0.0,0.0,0.0,0.0
142,13113.0,0.0,0.0,0.0,0.0
143,12676.5,0.0,0.0,0.0,0.0
144,8771.5,0.0,0.0,0.0,0.0
145,11732.0,0.0,0.0,0.0,0.0
146,8769.5,0.0,0.0,0.0,0.0
147,11141.0,0.0,0.0,0.0,0.0
148,10704.0,0.0,0.0,0.0,0.0
149,15994.0,0.0,0.0,0.0,0.0
150,173.0,12425.0,0.0,0.0,0.0
151,12.5,5.5,0.0,2.0,52.0
152,9335.0,0.0,0.0,0.0,0.0
153,15331.5,0.0,0.0,0.0,0.0
154,2.0,11143.0,0.0,0.0,0.0
155,13489.0,0.0,0.0,0.0,0.0
156,11467.0,0.0,0.0,0.0,0.0
157,9.5,0.0,71.0,2.0,8.5
158,12878.5,0.0,0.0,0.0,0.0
159,9.5,12499.0,0.0,0.0,0.0
160,10123.0,0.0,0.0,0.0,0.0
161,12871.0,0.0,0.0,0.0,0.0
162,12269.0,0.0,0.0,0.0,0.0
163,9119.5,2.5,0.0,0.0,0.0
164,15286.5,0.0,0.0,0.0,0.0
165,9937.0,0.0,0.0,0.0,0.0
166,6758.0,0.0,0.0,0.0,0.0
167,12790.0,0.0,0.0,0.0,0.0
168,14004.5,0.0,0.0,0.0,0.0
169,13964.0,0.0,0.0,0.0,0.0
170,19.5,11937.5,0.0,0.0,0.0
171,8920.5,0.0,0.0,0.0,0.0
172,11794.0,0.0,0.0,0.0,0.0
173,10567.0,0.0,0.0,0.0,0.0
174,14671.0,0.0,0.0,0.0,0.0
175,11839.0,0.0,0.0,0.0,0.0
176,8638.0,0.0,0.0,0.0,0.0
177,13930.5,0.0,0.0,0.0,0.0
178,13126.0,0.0,0.0,0.0,0.0
179,9371.5,0.0,0.0,0.0,0.0
180,71.5,9919.0,0.0,0.0,0.0
181,10599.0,0.0,0.0,0.0,0.0
182,13057.5,0.0,0.0,0.0,0.0
183,10343.0,0.0,0.0,0.0,0.0
184,14097.0,0.0,0.0,0.0,0.0
185,13644.5,0.0,0.0,0.0,0.0
186,14009.5,0.0,0.0,0.0,0.0
187,14276.0,0.0,0.0,0.0,0.0
188,12196.0,0.0,0.0,0.0,0.0
189,12994.0,0.0,0.0,0.0,0.0
190,12253.5,0.0,0.0,0.0,0.0
191,8132.5,0.0,0.0,0.0,0.0
192,13331.5,0.0,0.0,0.0,0.0
193,13413.5,0.0,0.0,0.0,0.0
194,8307.5,0.0,0.0,0.0,0.0
195,8401.5,0.0,0.0,0.0,0.0
196,12422.0,0.0,0.0,0.0,0.0
197,12087.0,0.0,0.0,0.0,0.0
198,12483.5,0.0,0.0,0.0,0.0
199,15539.0,0.0,0.0,0.0,0.0
200,9192.5,0.0,0.0,0.0,0.0
201,12800.0,0.0,0.0,0.0,0.0
202,10543.5,0.0,0.0,0.0,0.0
203,9392.5,0.0,0.0,0.0,0.0
204,9419.0,0.0,0.0,0.0,0.0
205,15321.0,0.0,0.0,0.0,0.0
206,10986.0,0.0,0.0,0.0,0.0
207,4.0,3924.0,0.0,0.0,0.0
208,73.5,18181.0,0.0,0.0,0.0
209,11078.0,0.0,0.0,0.0,0.0
210,5171.0,0.0,0.0,0.0,0.0
211,18623.0,0.0,0.0,0.0,0.0
212,16410.5,0.0,0.0,0.0,0.0
213,13556.5,0.0,0.0,0.0,0.0
214,13133.0,0.0,0.0,0.0,0.0
215,14.5,10595.0,0.0,0.0,0.0
216,15203.5,0.0,0.0,0.0,0.0
217,12264.5,0.0,0.0,0.0,0.0
218,12393.5,0.0,0.0,0.0,0.0
219,12098.5,0.0,0.0,0.0,0.0
220,9733.0,0.0,0.0,0.0,0.0
221,13866.0,0.0,0.0,0.0,0.0
222,13206.5,0.0,0.0,0.0,0.0
223,11163.5,0.0,0.0,0.0,0.0
224,13356.5,0.0,0.0,0.0,0.0
225,12568.5,0.0,0.0,0.0,0.0
226,12252.0,0.0,0.0,0.0,0.0
227,12248.0,0.0,0.0,0.0,0.0
228,14031.0,0.0,0.0,0.0,0.0
229,11577.0,0.0,0.0,0.0,0.0
230,14400.5,0.0,0.0,0.0,0.0
231,13206.0,0.0,0.0,0.0,0.0
232,10482.0,0.0,0.0,0.0,0.0
233,8270.5,0.0,0.0,0.0,0.0
234,12186.0,0.0,0.0,0.0,0.0
235,13781.0,0.0,0.0,0.0,0.0
236,12857.0,0.0,0.0,0.0,0.0
237,11408.5,0.0,0.0,0.0,0.0
238,14210.5,0.0,0.0,0.0,0.0
239,12285.5,0.0,0.0,0.0,0.0
240,2.0,7.0,6.0,2.0,19.5
241,16392.0,0.0,0.0,0.0,0.0
242,7.0,2.0,26.0,2.0,6.0
243,6346.0,0.0,0.0,0.0,0.0
244,12681.0,0.0,0.0,0.0,0.0
245,11020.5,0.0,0.0,0.0,0.0
246,13427.0,0.0,0.0,0.0,0.0
247,9947.0,0.0,0.0,0.0,0.0
248,13337.0,0.0,0.0,0.0,0.0
249,15429.5,0.0,0.0,0.0,0.0
250,6311.5,0.0,0.0,0.0,0.0
251,14859.5,0.0,0.0,0.0,0.0
252,14003.0,0.0,0.0,0.0,0.0
253,12602.5,0.0,0.0,0.0,0.0
254,16038.5,0.0,0.0,0.0,0.0
255,2.0,316.0,16001.0,0.0,0.0
256,10808.5,0.0,0.0,0.0,0.0
257,12704.5,0.0,0.0,0.0,0.0
258,11959.5,0.0,0.0,0.0,0.0
259,10120.5,0.0,0.0,0.0,0.0
260,39.5,12598.5,0.0,0.0,0.0
261,12773.5,0.0,0.0,0.0,0.0
262,5.5,24.0,0.0,0.5,2.5
263,13923.0,0.0,0.0,0.0,0.0
264,14861.0,0.0,0.0,0.0,0.0
265,13425.0,0.0,0.0,0.0,0.0
266,14003.0,0.0,0.0,0.0,0.0
267,15374.0,0.0,0.0,0.0,0.0
268,12159.0,0.0,0.0,0.0,0.0
269,11043.5,0.0,0.0,0.0,0.0
270,15854.5,0.0,0.0,0.0,0.0
271,14074.5,0.0,0.0,0.0,0.0
272,8424.5,0.0,0.0,0.0,0.0
273,18801.5,0.0,0.0,0.0,0.0
274,14476.0,0.0,0.0,0.0,0.0
275,11086.0,0.0,0.0,0.0,0.0
276,12800.0,0.0,0.0,0.0,0.0
277,12773.0,0.0,0.0,0.0,0.0
278,12066.5,0.0,0.0,0.0,0.0
279,10064.0,0.0,0.0,0.0,0.0
280,9406.5,0.0,0.0,0.0,0.0
281,15769.0,0.0,0.0,0.0,0.0
282,7919.5,0.0,0.0,0.0,0.0
283,15564.5,0.0,0.0,0.0,0.0
284,11000.0,0.0,0.0,0.0,0.0
285,7777.0,0.0,0.0,0.0,0.0
286,10604.0,0.0,0.0,0.0,0.0
287,14545.0,0.0,0.0,0.0,0.0
288,93.0,7.0,12894.5,0.0,0.0
289,11624.0,0.0,0.0,0.0,0.0
290,7353.5,0.0,0.0,0.0,0.0
291,14998.5,0.0,0.0,0.0,0.0
292,17209.0,0.0,0.0,0.0,0.0
293,11884.5,0.0,0.0,0.0,0.0
294,13261.0,0.0,0.0,0.0,0.0
295,11783.0,0.0,0.0,0.0,0.0
296,9578.5,0.0,0.0,0.0,0.0
297,12053.0,0.0,0.0,0.0,0.0
298,10059.5,0.0,0.0,0.0,0.0
299,12265.0,0.0,0.0,0.0,0.0
300,28.5,14101.5,0.0,0.0,0.0
301,10552.0,0.0,0.0,0.0,0.0
302,11189.5,0.0,0.0,0.0,0.0
303,13052.0,0.0,0.0,0.0,0.0
304,9905.5,0.0,0.0,0.0,0.0
305,16.0,15619.0,0.0,0.0,0.0
306,15572.5,0.0,0.0,0.0,0.0
307,9977.5,0.0,0.0,0.0,0.0
308,15564.0,0.0,0.0,0.0,0.0
309,10607.0,0.0,0.0,0.0,0.0
310,11044.5,0.0,0.0,0.0,0.0
311,15509.0,0.0,0.0,0.0,0.0
312,12647.0,0.0,0.0,0.0,0.0
313,13445.5,0.0,0.0,0.0,0.0
314,9195.0,0.0,0.0,0.0,0.0
315,14067.0,0.0,0.0,0.0,0.0
316,14994.5,0.0,0.0,0.0,0.0
317,11934.5,0.0,0.0,0.0,0.0
318,11507.5,0.0,0.0,0.0,0.0
319,15756.5,0.0,0.0,0.0,0.0
320,13126.5,0.0,0.0,0.0,0.0
321,13365.0,0.0,0.0,0.0,0.0
322,7377.5,0.0,0.0,0.0,0.0
323,18466.5,0.0,0.0,0.0,0.0
324,13548.0,0.0,0.0,0.0,0.0
325,14241.0,0.0,0.0,0.0,0.0
326,11533.5,0.0,0.0,0.0,0.0
327,11365.0,0.0,0.0,0.0,0.0
328,13100.5,0.0,0.0,0.0,0.0
329,13009.5,0.0,0.0,0.0,0.0
330,12459.0,0.0,0.0,0.0,0.0
331,9102.5,0.0,0.0,0.0,0.0
332,17852.5,0.0,0.0,0.0,0.0
333,9626.0,0.0,0.0,0.0,0.0
334,4.0,16.5,11.0,30.5,2.0
335,13719.5,0.0,0.0,0.0,0.0
336,14.0,4.0,2.0,14.0,12177.5
337,12555.5,0.0,0.0,0.0,0.0
338,11528.5,0.0,0.0,0.0,0.0
339,8450.0,0.0,0.0,0.0,0.0
340,0.0,21.0,4.0,8.5,795.5
341,13426.5,0.0,0.0,0.0,0.0
342,12041.0,0.0,0.0,0.0,0.0
343,8778.0,0.0,0.0,0.0,0.0
344,10054.0,0.0,0.0,0.0,0.0
345,7076.0,0.0,0.0,0.0,0.0
346,12854.5,0.0,0.0,0.0,0.0
347,9836.5,0.0,0.0,0.0,0.0
348,16696.5,0.0,0.0,0.0,0.0
349,15148.5,0.0,0.0,0.0,0.0
350,11486.0,0.0,0.0,0.0,0.0
351,14359.5,0.0,0.0,0.0,0.0
352,8991.5,0.0,0.0,0.0,0.0
353,12029.5,0.0,0.0,0.0,0.0
354,8420.5,0.0,0.0,0.0,0.0
355,12670.5,0.0,0.0,0.0,0.0
356,2.0,4.0,12230.0,0.0,0.0
357,10977.5,0.0,0.0,0.0,0.0
358,7027.0,0.0,0.0,0.0,0.0
359,11176.5,0.0,0.0,0.0,0.0
360,18672.0,0.0,0.0,0.0,0.0
361,13516.5,0.0,0.0,0.0,0.0
362,12226.5,0.0,0.0,0.0,0.0
363,7507.0,0.0,0.0,0.0,0.0
364,9769.0,0.0,0.0,0.0,0.0
365,14099.5,0.0,0.0,0.0,0.0
366,12740.0,0.0,0.0,0.0,0.0
367,9870.5,0.0,0.0,0.0,0.0
368,12718.5,0.0,0.0,0.0,0.0
369,7587.5,0.0,0.0,0.0,0.0
370,14768.0,0.0,0.0,0.0,0.0
371,11402.0,0.0,0.0,0.0,0.0
372,17602.5,0.0,0.0,0.0,0.0
373,11299.5,0.0,0.0,0.0,0.0
374,10122.0,0.0,0.0,0.0,0.0
375,15380.0,0.0,0.0,0.0,0.0
376,12062.0,0.0,0.0,0.0,0.0
377,8376.0,0.0,0.0,0.0,0.0
378,10185.0,0.0,0.0,0.0,0.0
379,11890.0,0.0,0.0,0.0,0.0
380,8377.5,0.0,0.0,0.0,0.0
381,10810.0,0.0,0.0,0.0,0.0
382,8452.0,0.0,0.0,0.0,0.0
383,17256.5,0.0,0.0,0.0,0.0
384,11465.5,0.0,0.0,0.0,0.0
385,11113.0,0.0,0.0,0.0,0.0
386,15258.5,0.0,0.0,0.0,0.0
387,14593.5,0.0,0.0,0.0,0.0
388,14317.0,0.0,0.0,0.0,0.0
389,13753.5,0.0,0.0,0.0,0.0
390,14144.5,0.0,0.0,0.0,0.0
391,13146.0,0.0,0.0,0.0,0.0
392,8027.0,0.0,0.0,0.0,0.0
393,11919.5,0.0,0.0,0.0,0.0
394,17085.0,0.0,0.0,0.0,0.0
395,11942.5,0.0,0.0,0.0,0.0
396,18067.5,0.0,0.0,0.0,0.0
397,12616.5,0.0,0.0,0.0,0.0
398,14132.0,0.0,0.0,0.0,0.0
399,12316.0,0.0,0.0,0.0,0.0
400,12060.5,0.0,0.0,0.0,0.0
401,12717.5,0.0,0.0,0.0,0.0
402,13401.5,0.0,0.0,0.0,0.0
403,11725.5,0.0,0.0,0.0,0.0
404,11376.5,0.0,0.0,0.0,0.0
405,10245.0,0.0,0.0,0.0,0.0
406,16589.0,0.0,0.0,0.0,0.0
407,18530.0,0.0,0.0,0.0,0.0
408,17433.5,0.0,0.0,0.0,0.0
409,12752.0,0.0,0.0,0.0,0.0
410,1.5,0.0,13075.0,0.0,0.0
411,14427.5,0.0,0.0,0.0,0.0
412,16260.0,0.0,0.0,0.0,0.0
413,6.0,11192.0,0.0,0.0,0.0
414,12081.0,0.0,0.0,0.0,0.0
415,11203.5,0.0,0.0,0.0,0.0
416,11482.0,0.0,0.0,0.0,0.0
417,12150.5,0.0,0.0,0.0,0.0
418,9749.5,0.0,0.0,0.0,0.0
419,16.5,11.0,12832.0,0.0,0.0
420,12856.5,0.0,0.0,0.0,0.0
421,10191.0,0.0,0.0,0.0,0.0
422,11044.5,0.0,0.0,0.0,0.0
423,9498.0,0.0,0.0,0.0,0.0
424,10895.0,0.0,0.0,0.0,0.0
425,14143.0,0.0,0.0,0.0,0.0
426,13035.5,0.0,0.0,0.0,0.0
427,97.5,66.5,8435.5,0.0,0.0
428,0.0,2.0,20.5,0.0,1.5
429,10815.0,0.0,0.0,0.0,0.0
430,14115.0,0.0,0.0,0.0,0.0
431,12423.5,0.0,0.0,0.0,0.0
432,8317.5,0.0,0.0,0.0,0.0
433,10070.0,0.0,0.0,0.0,0.0
434,10297.5,0.0,0.0,0.0,0.0
435,12506.0,0.0,0.0,0.0,0.0
436,12815.5,0.0,0.0,0.0,0.0
437,17471.0,0.0,0.0,0.0,0.0
438,9640.5,0.0,0.0,0.0,0.0
439,10184.0,0.0,0.0,0.0,0.0
440,67.0,10078.5,0.0,0.0,0.0
441,20902.5,0.0,0.0,0.0,0.0
442,15032.5,0.0,0.0,0.0,0.0
443,8819.5,0.0,0.0,0.0,0.0
444,11189.0,0.0,0.0,0.0,0.0
445,12067.0,0.0,0.0,0.0,0.0
446,10311.0,0.0,0.0,0.0,0.0
447,13916.0,0.0,0.0,0.0,0.0
448,14820.0,0.0,0.0,0.0,0.0
449,13292.5,0.0,0.0,0.0,0.0
450,13673.0,0.0,0.0,0.0,0.0
451,8652.0,0.0,0.0,0.0,0.0
452,12493.0,0.0,0.0,0.0,0.0
453,17290.0,0.0,0.0,0.0,0.0
454,8370.5,0.0,0.0,0.0,0.0
455,10550.0,0.0,0.0,0.0,0.0
456,11613.5,0.0,0.0,0.0,0.0
457,12254.5,0.0,0.0,0.0,0.0
458,11545.5,0.0,0.0,0.0,0.0
459,9347.5,0.0,0.0,0.0,0.0
460,17325.0,0.0,0.0,0.0,0.0
461,10581.5,0.0,0.0,0.0,0.0
462,11218.0,0.0,0.0,0.0,0.0
463,13258.0,0.0,0.0,0.0,0.0
464,14.0,12018.5,0.0,0.0,0.0
465,15947.5,0.0,0.0,0.0,0.0
466,12703.0,0.0,0.0,0.0,0.0
467,7804.5,0.0,0.0,0.0,0.0
468,686.0,15.5,2.0,4.0,9639.5
469,65.5,10087.0,0.0,0.0,0.0
470,19.0,12.5,12126.5,0.0,0.0
471,11746.5,0.0,0.0,0.0,0.0
472,15001.0,65.5,0.0,0.0,0.0
473,11470.0,0.0,0.0,0.0,0.0
474,10697.0,0.0,0.0,0.0,0.0
475,16274.0,0.0,0.0,0.0,0.0
476,7970.5,0.0,0.0,0.0,0.0
477,13127.0,0.0,0.0,0.0,0.0
478,11101.0,0.0,0.0,0.0,0.0
479,12184.5,0.0,0.0,0.0,0.0
480,10400.0,0.0,0.0,0.0,0.0
481,12496.0,0.0,0.0,0.0,0.0
482,7519.5,0.0,0.0,0.0,0.0
483,11942.5,0.0,0.0,0.0,0.0
484,15926.0,0.0,0.0,0.0,0.0
485,9302.0,0.0,0.0,0.0,0.0
486,15934.5,0.0,0.0,0.0,0.0
487,3041.5,0.0,0.0,0.0,0.0
488,11498.5,0.0,0.0,0.0,0.0
489,14739.5,0.0,0.0,0.0,0.0
490,205.0,13506.5,0.0,0.0,0.0
491,15659.5,0.0,0.0,0.0,0.0
492,12890.0,0.0,0.0,0.0,0.0
493,11141.5,0.0,0.0,0.0,0.0
494,10984.5,0.0,0.0,0.0,0.0
495,14.0,10576.0,0.0,0.0,0.0
496,11766.5,0.0,0.0,0.0,0.0
497,13615.5,0.0,0.0,0.0,0.0
498,10374.5,0.0,0.0,0.0,0.0
499,13624.5,0.0,0.0,0.0,0.0
500,14198.0,0.0,0.0,0.0,0.0
501,6254.5,8878.5,0.0,0.0,0.0
502,4.0,2.0,4.0,1.5,1.0
503,22.0,14026.0,0.0,0.0,0.0
504,11637.5,0.0,0.0,0.0,0.0
505,10901.5,0.0,0.0,0.0,0.0
506,15017.5,0.0,0.0,0.0,0.0
507,7.0,0.0,211.5,2.0,14.0
508,12229.5,0.0,0.0,0.0,0.0
509,11708.0,0.0,0.0,0.0,0.0
510,13088.0,0.0,0.0,0.0,0.0
511,13161.5,0.0,0.0,0.0,0.0
512,12018.0,0.0,0.0,0.0,0.0
513,10623.5,0.0,0.0,0.0,0.0
514,12106.0,0.0,0.0,0.0,0.0
515,12573.5,0.0,0.0,0.0,0.0
516,12054.5,0.0,0.0,0.0,0.0
517,12872.0,0.0,0.0,0.0,0.0
518,13090.5,0.0,0.0,0.0,0.0
519,13968.0,0.0,0.0,0.0,0.0
520,12295.5,0.0,0.0,0.0,0.0
521,12243.5,0.0,0.0,0.0,0.0
522,11039.0,0.0,0.0,0.0,0.0
523,10501.5,0.0,0.0,0.0,0.0
524,8604.0,0.0,0.0,0.0,0.0
525,20831.5,0.0,0.0,0.0,0.0
526,10208.0,0.0,0.0,0.0,0.0
527,15333.0,0.0,0.0,0.0,0.0
528,9108.0,0.0,0.0,0.0,0.0
529,12552.0,0.0,0.0,0.0,0.0
530,7662.0,0.0,0.0,0.0,0.0
531,9345.5,0.0,0.0,0.0,0.0
532,8867.0,0.0,0.0,0.0,0.0
533,12288.0,0.0,0.0,0.0,0.0
534,8729.5,0.0,0.0,0.0,0.0
535,12.0,0.0,0.0,0.0,0.0
536,16943.5,0.0,0.0,0.0,0.0
537,7332.0,0.0,0.0,0.0,0.0
538,14061.0,0.0,0.0,0.0,0.0
539,15325.0,0.0,0.0,0.0,0.0
540,15228.0,0.0,0.0,0.0,0.0
541,14259.5,0.0,0.0,0.0,0.0
542,14333.5,0.0,0.0,0.0,0.0
543,12596.5,0.0,0.0,0.0,0.0
544,10694.0,0.0,0.0,0.0,0.0
545,12051.0,0.0,0.0,0.0,0.0
546,11146.5,0.0,0.0,0.0,0.0
547,12912.0,0.0,0.0,0.0,0.0
548,12274.0,0.0,0.0,0.0,0.0
549,11504.5,0.0,0.0,0.0,0.0
550,15172.5,0.0,0.0,0.0,0.0
551,10561.0,0.0,0.0,0.0,0.0
552,9939.5,0.0,0.0,0.0,0.0
553,10651.5,0.0,0.0,0.0,0.0
554,13960.5,0.0,0.0,0.0,0.0
555,16348.5,0.0,0.0,0.0,0.0
556,17916.0,0.0,0.0,0.0,0.0
557,12473.0,0.0,0.0,0.0,0.0
558,2.0,17234.0,0.0,0.0,0.0
559,11884.5,0.0,0.0,0.0,0.0
560,11224.5,0.0,0.0,0.0,0.0
561,12942.0,0.0,0.0,0.0,0.0
562,13429.0,0.0,0.0,0.0,0.0
563,13802.5,0.0,0.0,0.0,0.0
564,11471.0,0.0,0.0,0.0,0.0
565,11189.5,0.0,0.0,0.0,0.0
566,10495.5,0.0,0.0,0.0,0.0
567,1027.5,4.0,8.5,8.5,706.5
568,14555.5,0.0,0.0,0.0,0.0
569,12693.5,0.0,0.0,0.0,0.0
570,9502.5,0.0,0.0,0.0,0.0
571,11208.5,0.0,0.0,0.0,0.0
572,4.0,14503.0,0.0,0.0,0.0
573,17100.5,0.0,0.0,0.0,0.0
574,16080.5,839.5,0.0,0.0,0.0
575,13784.0,0.0,0.0,0.0,0.0
576,12133.5,0.0,0.0,0.0,0.0
577,8712.5,0.0,0.0,0.0,0.0
578,9867.0,0.0,0.0,0.0,0.0
579,11791.5,0.0,0.0,0.0,0.0
580,14115.5,0.0,0.0,0.0,0.0
581,10723.0,0.0,0.0,0.0,0.0
582,8288.0,0.0,0.0,0.0,0.0
583,32.0,10266.0,0.0,0.0,0.0
584,12707.0,0.0,0.0,0.0,0.0
585,8123.5,0.0,0.0,0.0,0.0
586,12249.0,0.0,0.0,0.0,0.0
587,16889.5,0.0,0.0,0.0,0.0
588,12949.0,0.0,0.0,0.0,0.0
589,6293.5,0.0,0.0,0.0,0.0
590,10951.5,0.0,0.0,0.0,0.0
591,13580.0,0.0,0.0,0.0,0.0
592,16135.0,0.0,0.0,0.0,0.0
593,10512.5,0.0,0.0,0.0,0.0
594,9.5,15.0,1.5,16.5,24.5
595,11870.5,0.0,0.0,0.0,0.0
596,13137.5,0.0,0.0,0.0,0.0
597,13700.5,0.0,0.0,0.0,0.0
598,13232.0,0.0,0.0,0.0,0.0
599,15507.0,0.0,0.0,0.0,0.0
600,11822.5,0.0,0.0,0.0,0.0
601,11325.0,0.0,0.0,0.0,0.0
602,6006.0,0.0,0.0,0.0,0.0
603,9777.0,0.0,0.0,0.0,0.0
604,13925.0,0.0,0.0,0.0,0.0
605,5957.5,0.0,0.0,0.0,0.0
606,11522.0,0.0,0.0,0.0,0.0
607,2.0,23.5,108.5,10.0,16.5
